pl_name,hostname,pl_orbper,pl_tranmid,pl_tranmiderr1
Kepler-715 b,Kepler-715,10.00652995,2455009.9688,0.00153
Kepler-716 b,Kepler-716,10.37168453,2455005.61796,0.00111
Kepler-1185 b,Kepler-1185,104.3518976,2455023.10231,0.00528
Kepler-660 b,Kepler-660,9.27358194,2455006.258019,0.000997
Kepler-496 b,Kepler-496,8.30864937,2454971.10889,0.00106
HD 63935 c,HD 63935,21.4027,2458504.13,0.064
Kepler-1636 b,Kepler-1636,425.47785,2454982.0646,0.0272
Kepler-561 b,Kepler-561,58.3620495,2455029.555062,0.0004
Kepler-728 b,Kepler-728,5.743477265,2455007.89832,0.001
Kepler-566 b,Kepler-566,18.42794624,2455011.44045,0.00178
Kepler-550 b,Kepler-550,8.600104109,2455005.528619,0.000356
Kepler-574 b,Kepler-574,7.65880414,2455006.03902,0.0014
Kepler-585 b,Kepler-585,2.752359753,2455004.259749,0.000408
Kepler-611 b,Kepler-611,2.437033302,2455003.73724,0.00169
Kepler-729 b,Kepler-729,3.166353714,2455003.965873,0.000602
Kepler-662 b,Kepler-662,21.67697486,2455004.5375,0.00245
Kepler-551 b,Kepler-551,12.3764661,2455012.404747,0.000797
TOI-1710 b,TOI-1710,24.283377,2458836.96292,0.00051
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,,,
Kepler-1638 b,Kepler-1638,259.33683,2454998.6905,0.0454
Kepler-586 b,Kepler-586,2.104722184,2455004.043939,0.000345
HIP 97166 c,HIP 97166,16.432,2458694.0,1.3
TOI-1601 b,TOI-1601,5.33175,2458793.2753,0.0016
TOI-1444 b,TOI-1444,0.4702743,2458711.3675,0.0011
Kepler-618 b,Kepler-618,3.595769645,2455003.36964,0.00193
Kepler-601 b,Kepler-601,5.378868441,2455002.61518,0.00106
Kepler-645 b,Kepler-645,3.275822621,2455003.25268,0.00114
Kepler-719 b,Kepler-719,5.007317779,2455006.433852,0.000198
Kepler-612 b,Kepler-612,3.722156413,2455004.560286,0.000826
Kepler-590 b,Kepler-590,5.85296257,2455004.182276,0.000605
Kepler-552 b,Kepler-552,5.263415765,2455007.350788,0.000433
Kepler-1454 b,Kepler-1454,47.0319479,2455008.47451,0.00936
Kepler-460 c,KIC 5437945,220.1303357,2455078.98586,0.0023
Kepler-646 b,Kepler-646,15.87364565,2455015.40134,0.00218
Kepler-735 b,Kepler-735,11.51516988,2455007.858828,0.00099
Kepler-591 b,Kepler-591,81.1694299,2455011.59321,0.00307
Kepler-619 b,Kepler-619,5.404272197,2455005.185543,0.000801
TOI-1842 b,TOI-1842,9.5739181,2458933.33614,0.00081
HIP 97166 b,HIP 97166,10.288914,2458691.65438,0.00037
Kepler-602 b,Kepler-602,15.28469497,2455008.62261,0.00339
Kepler-721 b,Kepler-721,5.392025388,2455004.727421,0.000979
Kepler-722 b,Kepler-722,4.093573252,2455004.00987,0.00159
Kepler-568 b,Kepler-568,11.02347475,2455004.114802,0.000511
Kepler-569 b,Kepler-569,34.18890521,2455026.38876,0.00127
Kepler-603 b,Kepler-603,21.05358596,2455004.92433,0.00231
TOI-1296 b,TOI-1296,3.9443736,2458930.75531,0.00022
TOI-1298 b,TOI-1298,4.537143,2458934.12245,0.00032
Kepler-615 b,Kepler-615,10.35584657,2455008.68166,0.00142
TOI-1246 d,TOI-1246,18.654874,2458688.975,0.002
TOI-1246 e,TOI-1246,37.92548,2458700.6958,0.0035
Kepler-593 b,Kepler-593,21.21708973,2455004.651,0.00221
Kepler-592 b,Kepler-592,2.820192408,2455003.787613,0.000982
Kepler-709 b,Kepler-709,16.08524954,2455013.28078,0.00128
Kepler-1625 b,Kepler-1625,287.378949,2455181.82981,0.00833
Kepler-1642 b,Kepler-1642,12.2057513,2454967.1296,0.0576
Kepler-1642 c,Kepler-1642,6.6513802,2454968.2762,0.0671
Kepler-652 b,Kepler-652,4.182002531,2455005.789509,0.00032
Kepler-737 b,Kepler-737,28.59915399,2455022.92579,0.00167
Kepler-669 b,Kepler-669,4.125546869,2455002.751997,0.000618
Kepler-558 b,Kepler-558,29.00790538,2455003.55405,0.00224
Kepler-609 b,Kepler-609,6.521210666,2455008.71083,0.00109
Kepler-724 b,Kepler-724,3.314946338,2455004.313373,0.000411
Kepler-1646 b,Kepler-1646,4.48558383,2454968.43221,0.00202
Kepler-710 b,Kepler-710,4.347285527,2455005.23404,0.00161
K2-88 b,K2-88,4.6122,2457066.2194,0.0015
K2-89 b,K2-89,1.096026,2457066.0066,0.0023
K2-116 b,K2-116,4.655411,2456979.948,0.004
TOI-1386 b,TOI-1386,25.8401,2458752.321,0.003
K2-102 b,K2-102,9.915615,2457139.65518,0.00552
K2-5 b,K2-5,5.73594,2456808.86,0.0048
K2-5 c,K2-5,10.93241,2456814.601,0.0052
K2-91 b,K2-91,1.419549,2457065.4319,0.0019
K2-72 c,K2-72,15.189034,2456989.465,0.005
HD 93963 A c,HD 93963 A,3.6451389,2458902.874,0.00068
K2-16 b,K2-16,7.6188,2456811.6871,0.0038
K2-16 c,K2-16,19.07863,2456809.48,0.0091
Kepler-223 e,Kepler-223,19.72567,2455717.5237,0.0055
Kepler-223 b,Kepler-223,7.38449,2455701.5155,0.0044
Kepler-223 d,Kepler-223,14.78869,2455704.8504,0.0023
K2-81 b,K2-81,6.102325,2457070.44,0.002
TOI-1451 b,TOI-1451,16.537944,2458694.3115,0.0015
HIP 8152 b,HIP 8152,10.751014,2458393.0855,0.0031
HIP 8152 c,HIP 8152,19.60562,2458398.2869,0.0064
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,6.959,,
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,5.118,,
Kepler-80 d,Kepler-80,3.07222,2455695.129,0.002
GJ 1148 b,GJ 1148,41.38,2454796.92,0.89
K2-90 c,K2-90,2.900706,2457066.74,0.004
GJ 1148 c,GJ 1148,532.58,2454769.0,29.0
TOI-1753 b,TOI-1753,5.3846104,2458684.503,0.002
HD 128717 b,HD 128717,3420.0,,
HD 17674 b,HD 17674,623.8,,
HD 42012 b,HD 42012,857.5,,
TOI-1776 b,TOI-1776,2.799868,2458871.4976,0.0038
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,,,
Kepler-80 c,Kepler-80,9.52355,2455696.047,0.001
HD 6061 b,HD 6061,5.2549,2458769.7863,0.0027
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,,,
TOI-1194 b,TOI-1194,2.3106446,2458684.92352,0.00014
TOI-1694 b,TOI-1694,3.770107,2458817.26629,0.00061
TOI-1443 b,TOI-1443,23.540678,2458693.25,0.05
HD 59686 A b,HD 59686 A,299.36,,
KIC 7917485 b,KIC 7917485,840.0,,
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,,,
HD 34445 c,HD 34445,214.67,,
TOI-329 b,TOI-329,5.70439,2459090.7955,0.0038
TOI-1269 b,TOI-1269,4.2529913,2458686.60586,0.00092
K2-46 b,K2-46,19.1541,2456815.3353,0.0082
K2-42 b,K2-42,6.68796,2456814.6763,0.0052
HD 25463 c,HD 25463,3.04405,2458438.473,0.002
HD 37124 c,HD 37124,885.5,2454937.0,13.0
HD 87646 b,HD 87646,13.481,,
HD 34445 g,HD 34445,5700.0,,
Wolf 1061 c,Wolf 1061,17.8719,,
K2-47 b,K2-47,31.6372,2456825.703,0.014
K2-48 b,K2-48,20.5065,2456817.4859,0.007
MXB 1658-298 b,MXB 1658-298,760.0,,
TOI-1279 b,TOI-1279,9.61419,2458717.4814,0.0022
TOI-1288 b,TOI-1288,2.6998279,2458712.35877,0.00025
NGC 2682 Sand 978 b,NGC 2682 Sand 978,511.21,,
GJ 3293 b,GJ 3293,30.5987,,
K2-50 b,K2-50,8.7529,2456810.3311,0.0074
K2-49 b,K2-49,2.77065,2456810.0203,0.0026
Kepler-1652 b,Kepler-1652,38.09722,2454973.0045,0.0047
GJ 3293 c,GJ 3293,122.6196,,
K2-58 d,K2-58,22.8827,2456998.0703,0.0052
K2-59 c,K2-59,11.2954,2456986.7095,0.0029
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,,,
HD 9174 b,HD 9174,1179.0,,
TOI-1181 b,TOI-1181,2.103189,2459481.51696,0.00055
TOI-5218 b,TOI-5218,4.291452,2458842.65207,0.00076
TOI-5616 b,TOI-5616,2.002849,2458901.48892,0.00129
K2-63 c,K2-63,25.4556,2456983.6454,0.006
K2-63 b,K2-63,20.257,2456989.5929,0.0099
CoRoT-32 b,CoRoT-32,6.71837,2455901.811,0.002
HD 221585 b,HD 221585,1173.0,,
Kepler-539 c,Kepler-539,1000.0,,
K2-64 b,K2-64,6.53044,2456986.1918,0.0033
K2-68 b,K2-68,8.05428,2456982.3281,0.0038
K2-21 b,K2-21,9.325038,2456989.422,0.001
TOI-1836 c,TOI-1836,1.7727471,2459739.67,0.003
Kepler-1647 b,Kepler-1647,1107.5923,2454998.4972,0.0049
K2-70 b,K2-70,13.97896,2456984.4435,0.0021
K2-71 b,K2-71,6.98541,2456987.3785,0.0031
K2-118 b,K2-118,50.92092,2457160.473,0.004
TOI-1736 c,TOI-1736,571.25,2458701.81,0.79
TOI-1669 b,TOI-1669,500.0,2459325.0,9.6
HIP 67522 c,HIP 67522,14.334892,2458602.50256,0.00091
TOI-2379 b,TOI-2379,5.4693827,2459401.56596,0.00016
TOI-2384 b,TOI-2384,2.13570304,2459591.99589,0.000117
TOI-757 b,TOI-757,17.46819,2459305.5322,0.0006
TOI-1011 b,TOI-1011,2.470498,2458489.9776,0.00383
TOI-2714 b,TOI-2714,2.499387,2459168.9479,0.0008
TOI-2981 b,TOI-2981,3.601501,2459302.7195,0.0004
K2-74 b,K2-74,19.5666,2456997.9992,0.0045
K2-75 b,K2-75,7.8142,2456983.451,0.01
K2-125 b,K2-125,21.750264,2457243.088,0.002
TOI-2485 b,TOI-2485,11.23479,2458939.7856,0.0022
TOI-1288 c,TOI-1288,416.0,2458894.4,17.0
TOI-1408 b,TOI-1408,4.42587,2458740.8581,0.0002
TOI-1408 c,TOI-1408,2.1664,2458739.847,0.004
HIP 116454 b,HIP 116454,9.1004157,2458072.29291,0.00062
TOI-2420 b,TOI-2420,5.842641,2458388.4119,0.0013
K2-83 b,K2-83,2.74697,2457067.0633,0.0024
K2-130 b,K2-130,2.49412,2457340.612,0.001
TOI-421 c,TOI-421,16.067541,2459195.30741,0.00018
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,,,
K2-84 b,K2-84,6.4215,2457071.4212,0.0027
K2-84 c,K2-84,27.86,2457068.615,0.0078
K2-35 b,K2-35,2.399964,2456810.584,0.004
HD 86950 b,HD 86950,1270.0,,
HD 222076 b,HD 222076,871.0,,
K2-33 b,K2-33,5.424865,2456898.69288,0.00118
TOI-1338 b,TOI-1338 A,95.4001,2459238.21949,0.0051024
K2-161 b,K2-161,9.283188,2457587.84755,0.007734
K2-160 b,K2-160,3.705871,2457585.66638,0.000815
HD 215152 d,HD 215152,10.86499,,
TOI-1173 b,TOI-1173,7.06466,2458702.8444,0.0023
GJ 238 b,GJ 238,1.7446999,2458326.98222,0.00064
HD 103197 b,HD 103197,47.84,,
HD 109246 b,HD 109246,68.27,,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,,
Kepler-1650 b,Kepler-1650,1.53818001,2455001.73959,0.00088
HD 183579 b,HD 183579,17.471291,2458661.06263,0.00097
TOI-1437 b,TOI-1437,18.840942,2459360.1652,0.0012
TOI-6034 b,TOI-6034,2.576184,2459883.9055,0.0003
TOI-5634 A b,TOI-5634 A,2.2035373,2459663.4184,0.0011
K2-419 A b,K2-419 A,20.35847252,2459553.7138,0.0005
Kepler-1654 b,Kepler-1654,1047.8356,2455375.1341,0.0014
HD 121504 b,HD 121504,63.33,,
HD 114386 b,HD 114386,937.70001,,
TOI-1824 b,TOI-1824,22.808533,2458879.5467,0.0011
BD+03 2562 b,BD+03 2562,481.9,,
K2-186 b,K2-186,41.474219,2457154.8454,0.001887
K2-190 c,K2-190,21.574023,2457228.69256,0.0065
TOI-286 b,TOI-286,4.5117244,2460186.64911,0.00076
TOI-286 c,TOI-286,39.361826,2460155.0251,0.0018
K2-231 b,K2-231,13.841901,2457320.00164,0.00354
HD 134987 b,HD 134987,258.17999,2452704.42,0.83
HD 137388 b,HD 137388,330.0,,
HD 177565 b,HD 177565,44.505,,
K2-195 c,K2-195,28.482786,2457243.00895,0.006125
K2-201 b,K2-201,1.05979,2457301.98415,0.001908
TOI-2768 b,TOI-2768,1.50801,2459225.6442,0.001
TOI-5319 b,TOI-5319,4.07853,2459496.5862,0.0007
TOI-1130 b,TOI-1130,4.074554,2458658.74627,0.00072
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,,,
HD 13931 b,HD 13931,4218.0,2456650.0,34.0
HD 142245 b,HD 142245,1299.0,,
HIP 65426 b,HIP 65426,,,
Ross 128 b,Ross 128,9.8658,,
K2-201 c,K2-201,22.779878,2457319.78302,0.00226
K2-202 b,K2-202,3.405164,2457304.25153,0.001611
K2-321 b,K2-321,2.2979749,2458141.26759,0.00064
GJ 486 b,GJ 486,1.46712127,2459939.071602,1e-05
HD 142415 b,HD 142415,386.29999,,
L 168-9 b,L 168-9,1.40152604,2459082.85679,0.00041
HD 111591 b,HD 111591,1056.4,,
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1220.0,,
K2-206 b,K2-206,18.294549,2457396.57661,0.00394
K2-207 b,K2-207,12.48749,2457403.64459,0.003599
TOI-6651 b,TOI-6651,5.056973,2459857.7116,0.0014
TOI-181 b,TOI-181,4.532,2458358.12,0.00027
TOI-3884 b,TOI-3884,4.5445828,2459556.51669,0.00025
TOI-5005 b,TOI-5005,6.3085044,2460090.0356,0.001
HD 16141 b,HD 16141,75.523,2451932.3,1.2
HD 162020 b,HD 162020,8.4282,,
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,,
CoRoT-9 b,CoRoT-9,95.272656,2455365.52723,0.00037
K2-209 b,K2-209,2.080615,2457394.2331,0.002694
16 Cyg B b,16 Cyg B,798.5,2456937.32,0.38
Kepler-80 g,Kepler-80,14.64558,2455658.6073,0.0037
K2-218 b,K2-218,8.679885,2457396.45914,0.001941
K2-219 b,K2-219,3.901287,2457396.7453,0.005869
HD 215152 b,HD 215152,5.75999,,
K2-219 c,K2-219,6.66767,2457398.41574,0.008988
K2-219 d,K2-219,11.137278,2457404.59425,0.002304
GJ 86 b,GJ 86,15.76491,,
TOI-6002 b,TOI-6002,10.904821,2458692.7639,0.0024
GJ 3138 b,GJ 3138,1.22003,,
HD 7924 c,HD 7924,15.299,2455203.73,0.34
BD-06 1339 c,BD-06 1339,125.94,,
HIP 65891 b,HIP 65891,1079.55726,,
K2-227 b,K2-227,13.621832,2457592.23831,0.009716
K2-80 d,K2-80,28.867253,2457082.93709,0.003637
K2-260 b,K2-260,2.62669762,2457894.284876,6e-05
K2-261 b,K2-261,11.6334681,2458151.14392,0.00024
TOI-1883 b,TOI-1883,4.50638,2459256.8481,0.0002
GJ 3323 b,GJ 3323,5.3636,,
GJ 3138 d,GJ 3138,257.8,,
GJ 3323 c,GJ 3323,40.54,,
HD 191939 e,HD 191939,101.12,2459348.12,0.5
TOI-469.01,TOI-469,13.6308205,2458474.56927,0.00084
TOI-1230.01,TOI-1230,25.05713123288,2458620.316686,0.00625953
Kepler-289 c,Kepler-289,125.8723,2455069.6734,0.0035
K2-170 c,K2-170,12.400047,2456985.66694,0.004667
K2-164 b,K2-164,17.355066,2456816.73696,0.008382
GJ 273 b,GJ 273,18.6498,,
TOI-3568 b,TOI-3568,4.417965,2459799.3834,0.0006
HD 238914 b,HD 238914,4100.0,,
K2-170 b,K2-170,7.576544,2456986.18553,0.006895
K2-171 b,K2-171,5.628466,2456979.46712,0.007142
TOI-1772.01,TOI-1772,8.054246874,2459628.8507,0.0028
K2-77 b,K2-77,8.2000844,2457316.80766,0.00099
K2-180 b,K2-180,8.865663,2457489.1566,0.00078
GJ 3293 e,GJ 3293,13.2543,,
TOI-1777.01,TOI-1777,14.650111974,2459635.1067,0.0029
GJ 3293 d,GJ 3293,48.1345,,
TYC 3318-01333-1 b,TYC 3318-01333-1,562.0,,
K2-172 b,K2-172,14.316941,2456982.29487,0.003444
K2-172 c,K2-172,29.62682,2456993.53984,0.001098
HD 101581 c,HIP 56998,6.20401,2460017.114,0.0023
K2-182 b,K2-182,4.7369696,2457652.79755,0.00027
K2-97 b,K2-97,8.407115,2457722.1447,0.0027
TOI-1301.01,TOI-1301,6.096407209,2459710.2944,0.00033
K2-148 d,K2-148,9.7579,2457386.34305,0.00545
K2-148 b,K2-148,4.38395,2457390.05956,0.00961
K2-191 b,K2-191,2.858646,2457219.55703,0.002893
HD 102117 b,HD 102117,20.8133,,
TOI-1799 b,TOI-1799,7.094570865,2458904.8176,0.006
Kepler-150 f,Kepler-150,637.2093,2455979.2422,0.0082
K2-98 b,K2-98,10.1367349,2457662.95321,0.00077
K2-114 b,K2-114,11.390931,2457687.08869,0.00016
HD 40307 g,HD 40307,197.8,,
HIP 57274 b,HIP 57274,8.1352,2455801.779,0.271
K2-179 b,K2-179,5.172191,2457066.5803,0.001373
HD 102195 b,HD 102195,4.11377,,
HD 102329 b,HD 102329,778.09998,,
TOI-2211.01,TOI-2211,3.092686757,2459038.1032,0.0027
TOI-4638.01,TOI-4638,10.283918787,2459449.3508,0.0039
TOI-6038 A b,TOI-6038 A,5.8267311,2459883.058,0.00072
K2-277 b,K2-277,6.326768,2457303.4771,0.001
IRAS 04125+2902 b,IRAS 04125+2902,8.834978,2458821.8251,0.0033
TOI-1467 b,TOI-1467,5.97114713,2458766.9885,0.001
TOI-2458 b,TOI-2458,3.73659,2459177.4046,0.0026
K2-246 b,K2-246,5.76918,2457583.6761,0.0064
HD 240237 b,HD 240237,745.70001,,
HD 2638 b,HD 2638,3.4442,,
TOI-4994 b,TOI-4994,21.491984,2459965.47035,0.00042
K2-247 b,K2-247,2.25021,2457582.977,0.0064
HD 290327 b,HD 290327,2443.0,,
HD 31253 b,HD 31253,466.0,2454222.0,55.0
TOI-406.01,TOI-406,13.175682,2458388.57,0.001
HD 77338 b,HD 77338,5.7361,,
TOI-1174 b,TOI-1174,8.953487683,2459657.03302,0.00073
TOI-1691 b,TOI-1691,16.736888935,2459922.7255,0.00073
K2-249 b,K2-249,12.409,2457583.0457,0.0106
K2-248 b,K2-248,7.17256,2457588.1042,0.0072
K2-251 b,K2-251,9.30075,2457589.0782,0.0128
TOI-1716.01,TOI-1716,8.082376554,2459959.2213,0.0026
TOI-5688 A b,TOI-5688 A,2.94815527,2459771.26024,0.00058
HD 73344 d,HD 73344,5823.0,2444345.0,100.0
K2-252 b,K2-252,13.81513,2457596.1901,0.0118
TOI-1744.01,TOI-1744,22.341702927,2459908.3844,0.00093
TOI-1739 b,TOI-1739,8.303341406,2459631.82035,0.00059
TOI-4504 b,TOI-4504,2.42614,2459038.458,0.022
TOI-4504 c,TOI-4504,82.97213,2458400.3906,0.0016
K2-254 c,K2-254,12.11839,2457590.6136,0.0101
HD 5891 b,HD 5891,177.11,,
HD 6434 b,HD 6434,21.998,,
K2-239 c,K2-239,7.775,2457916.86,
K2-257 b,K2-257,1.60588,2457583.2875,0.0035
K2-258 b,K2-258,19.0921,2457586.2928,0.0147
IC 4651 9122 b,IC 4651 9122,734.0,,
TOI-4504 d,TOI-4504,40.5634,,
K2-167 b,K2-167,9.978541,2457299.2465,0.0022
K2-240 c,K2-240,20.523,2458005.722,
K2-240 b,K2-240,6.034,2457996.825,
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,,,
WASP-194 b,WASP-194,3.183387,2457449.0511,0.0003
Kepler-289 e,Kepler-289,330.0716,2455173.987,0.011
HD 75289 b,HD 75289,3.50927,,
HD 76700 b,HD 76700,3.97097,,
WASP-188 b,WASP-188,5.748916,2457033.12141,0.001
WASP-116 b,WASP-116,6.6132,2457092.22528,0.00053
TOI-6478 b,TOI-6478,34.005019,2459454.90101,0.00068
TOI-2285 b,TOI-2285,13.635109,2458747.1831,0.0029
HD 222155 b,HD 222155,3999.0,,
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,,,
TOI-771 b,TOI-771,2.3260155,2458572.4191,0.0003
TOI-5110 b,TOI-5110,30.158577,2459503.679,0.0012
TOI-1453 c,TOI-1453,6.5886982,2459395.38133,0.00039
K2-244 b,K2-244,21.06884,2457588.4749,0.0062
HD 35843 c,HD 35843,46.9622,2459221.7562,0.002
K2-158 b,K2-158,10.06049,2457590.4834,0.008
TOI-7041 b,TOI-7041,9.691,2460160.393,0.012
HD 89307 b,HD 89307,2166.0,,
HD 96127 b,HD 96127,647.29999,,
K2-159 b,K2-159,12.42205,2457586.5082,0.0074
HD 1690 b,HD 1690,533.0,,
TOI-1803 c,TOI-1803,12.885779,2458911.6747,0.0019
TOI-1803 b,TOI-1803,6.293287,2458904.6237,0.0027
TOI-561 c,TOI-561,10.778838,2459238.46284,0.00079
K2-166 b,K2-166,8.52695,2457586.7635,0.0165
HD 171028 b,HD 171028,550.0,,
HD 17092 b,HD 17092,359.89999,,
HAT-P-11 b,HAT-P-11,4.888,2454957.8132067,5.3e-06
HAT-P-11 c,HAT-P-11,3361.0,2456746.0,24.0
HR 858 c,HR 858,5.973865,2458415.63344,0.00099
TOI-1266 b,TOI-1266,10.8945,2458691.0068,0.0017
NN Ser d,NN Ser,2880.0,,
K2-224 c,K2-224,10.09489,2457588.4157,0.0041
TOI-2328 b,TOI-2328,17.10197,2458330.4894,0.0004
TOI-2015 b,TOI-2015,3.348237,2459424.7857,0.00016
WASP-102 b,WASP-102,2.709813,2457109.45577,0.00016
TOI-5573 b,TOI-5573,8.79758977,2459600.45078,0.00061
HD 191939 g,HD 191939,284.0,2459385.0,13.0
HD 285507 b,HD 285507,6.0881,,
K2-230 b,K2-230,2.86041,2457582.5918,0.0093
K2-229 c,K2-229,8.32727,2457586.3431,0.0019
K2-259 b,K2-259,15.48043,2457585.7094,0.01
HD 192263 b,HD 192263,24.3556,2452107.09,0.28
TOI-677 b,TOI-677,11.2365985,2458547.47449,0.00016
HD 95127 b,HD 95127,482.0,,
HD 216536 b,HD 216536,148.60001,,
HD 210277 b,HD 210277,442.19,2457177.69,0.47
TOI-4529 b,TOI-4529,5.879577,2459701.3329,0.0006
K2-241 b,K2-241,26.8199,2457584.2063,0.0035
HD 141937 b,HD 141937,653.21997,,
HD 212301 b,HD 212301,2.24571,,
TOI-4364 b,TOI-4364,5.424019,2458439.3428,0.002
CoRoT-5 b,CoRoT-5,4.0378962,2454400.19885,0.0002
K2-242 b,K2-242,6.51389,2457586.24,0.0054
HD 218566 b,HD 218566,225.7,2454667.4,7.3
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,,,
HD 99706 c,HD 99706,1278.0,,
HD 15337 b,HD 15337,4.7559804,2458411.4623,0.0008
HD 15337 c,HD 15337,17.180546,2458414.55162,0.0015
TOI-5027 b,TOI-5027,10.24368,2458649.4577,0.001
HD 134060 b,HD 134060,3.2696,,
K2-269 b,K2-269,4.144965,2457141.59855,0.00527
TOI-1836 b,TOI-1836,20.380799,2459646.49351,0.00042
K2-270 c,K2-270,4.400028,2457142.9751,0.00166
HD 116029 c,HD 116029,907.0,,
KOI-3680 b,KOI-3680,141.241671,2455936.65434,0.00018
TOI-2537 b,TOI-2537,94.1022,2458440.329,0.014
TOI-2295 b,TOI-2295,30.033302,2458713.4551,0.0027
HD 20003 c,HD 20003,33.9239,,
HD 20781 b,HD 20781,5.3135,,
TOI-3135 b,TOI-3135,3.7065585,2459595.16441,0.00018
TOI-4794 b,TOI-4794,3.5658116,2458889.6895,0.00071
GJ 3779 b,GJ 3779,3.0232,,
TOI-1117 c,TOI-1117,4.579,,
TOI-1117 d,TOI-1117,8.665,,
HD 21693 b,HD 21693,22.6786,,
HD 21693 c,HD 21693,53.7357,,
K2-123 b,K2-123,30.951524,2457147.49734,0.00438
70 Vir b,70 Vir,116.688,2455656.682,0.047
K2-24 b,K2-24,20.88977,2456905.8855,0.0055
K2-276 b,K2-276,18.718269,2457151.87653,0.0062
HD 108863 b,HD 108863,437.7,,
K2-286 b,K2-286,27.359,2458010.417,0.002
HD 51608 b,HD 51608,14.0726,,
HD 51608 c,HD 51608,95.9446,,
K2-278 b,K2-278,3.334966,2457219.82294,0.01119
HD 159868 b,HD 159868,1184.1,,
HD 1502 b,HD 1502,428.5,,
TOI-5322 b,TOI-5322,5.4233207,2460035.27909,0.0003
TOI-5340 b,TOI-5340,4.9394392,2459712.57912,0.0005
TOI-4961 b,TOI-4961,7.479182,2459884.82079,0.00036
TOI-6695 b,TOI-6695,80.389,2459249.547139,0.00285909
HD 20781 e,HD 20781,85.5073,,
HD 45184 c,HD 45184,13.1354,2455954.0,1.3
PSR J2322-2650 b,PSR J2322-2650,0.322963997,,
WASP-62 b,WASP-62,4.41195,2458851.099338,2.7e-05
HD 163607 c,HD 163607,1272.0,,
HD 175541 b,HD 175541,298.43,2454003.5,7.0
TOI-3486 b,TOI-3486,2.21778105,2459797.24218,0.00018
TOI-5210 b,TOI-5210,4.5661061,2459854.90873,0.00028
TOI-1468 c,TOI-1468,15.532477,2458766.9267,0.0012
TOI-1468 b,TOI-1468,1.8805201,2458765.67755,0.00097
K2-195 b,K2-195,15.852975,2457225.04563,0.00282
HD 185269 b,HD 185269,6.83776,,
HD 181342 b,HD 181342,564.1,,
HD 118203 b,HD 118203,6.1349779,2458731.06419,0.0008
TOI-5882 b,TOI-5882,7.148972,2459768.8621,0.0013
HD 20781 d,HD 20781,29.158,,
K2-279 b,K2-279,7.122605,2457222.13278,0.00782
TOI-6894 b,TOI-6894,3.37077196,2460313.41167,4.2e-05
TOI-2989 b,TOI-2989,3.122832,2459302.2242,0.0002
HD 200964 b,HD 200964,606.3,,
TOI-3593 b,TOI-3593,3.8212867,2460055.72703,0.00016
HD 202696 b,HD 202696,517.8,,
TOI-5300 b,TOI-5300,2.262196,2459470.4174,0.0002
MASCARA-4 b,MASCARA-4,2.8240932,2458909.66419,0.00046
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,,,
K2-264 b,K2-264,5.840002,2458102.59177,0.00428
TOI-5386 A b,TOI-5386 A,3.62156552,2459621.28242,0.00014
Kepler-10 d,Kepler-10,151.06,2457165.4,4.7
Kepler-730 b,Kepler-730,6.491682808,2455007.633553,
HD 202696 c,HD 202696,946.6,,
Kepler-730 c,Kepler-730,2.85188338,2454965.1455,
TOI-1117 b,TOI-1117,2.22816,2459386.964,0.004
TOI-2031 A b,TOI-2031 A,5.71548654,2459806.029135,7.6e-05
TOI-3682 b,TOI-3682,3.3462406,2459692.65921,0.00029
HD 73534 b,HD 73534,1750.0,,
HD 88133 b,HD 88133,3.414884,,
TOI-3980 b,TOI-3980,3.6089254,2459528.89504,0.00056
K2-270 b,K2-270,1.543069,2457142.41998,0.00446
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,,,
HD 96167 b,HD 96167,498.04,,
HD 95089 b,HD 95089,464.4,,
K2-290 b,K2-290,9.21165,2457994.7725,0.0016
K2-290 c,K2-290,48.36685,2458019.17333,0.00029
TOI-2992 b,TOI-2992,3.007812,2459503.55851,0.00037
TOI-4487 A b,TOI-4487 A,3.9540709,2460079.02001,0.00025
HD 5319 c,HD 5319,872.2,,
K2-52 b,K2-52,3.535055,2456896.02618,0.00108
K2-281 b,K2-281,8.687721,2457393.88208,0.00073
K2-283 b,K2-283,1.921036,2457394.90901,0.00121
WASP-104 b,WASP-104,1.7554137,2456406.11126,0.00012
HD 75784 c,HD 75784,7900.0,,
K2-53 b,K2-53,12.20772,2456896.38582,0.00189
